dspb,dnase,prok,degrade,reaction_time
0.25,0.5,0.25,0.2790086368757041,24
0.25,0.5,0.25,0.27300037551633494,24
0.25,0.5,0.25,0.29703342095381136,24
0.25,0.5,0.25,0.29703342095381136,24
0.25,0.5,0.25,0.28501689823507326,24
0.25,0.5,0.25,0.3090499436725497,24
0.25,0.5,0.25,0.3090499436725497,24
1.0,0.0,0.0,0.28998505231689087,48
1.0,0.0,0.0,0.31240657698056806,48
1.0,0.0,0.0,0.31240657698056806,48
1.0,0.0,0.0,0.34230194319880425,48
1.0,0.0,0.0,0.34230194319880425,48
1.0,0.0,0.0,0.34230194319880425,48
1.0,0.0,0.0,0.2526158445440957,48
1.0,0.0,0.0,0.11808669656203297,48
0.0,1.0,0.0,0.34230194319880425,48
0.0,1.0,0.0,0.28998505231689087,48
0.0,1.0,0.0,0.28998505231689087,48
0.0,1.0,0.0,0.31988041853512705,48
0.0,1.0,0.0,0.31988041853512705,48
0.0,1.0,0.0,0.30493273542600896,48
0.0,1.0,0.0,0.34230194319880425,48
0.0,1.0,0.0,0.2301943198804186,48
0.5,0.0,0.5,0.2526158445440957,48
0.5,0.0,0.5,0.2376681614349776,48
0.5,0.0,0.5,0.2600896860986547,48
0.5,0.0,0.5,0.2600896860986547,48
0.5,0.0,0.5,0.2675635276532138,48
0.5,0.0,0.5,0.2750373692077728,48
0.5,0.0,0.5,0.2600896860986547,48
0.5,0.0,0.5,0.09566517189835577,48
0.0,0.5,0.5,0.2675635276532138,48
0.0,0.5,0.5,0.2376681614349776,48
0.0,0.5,0.5,0.2301943198804186,48
0.0,0.5,0.5,0.2526158445440957,48
0.0,0.5,0.5,0.2376681614349776,48
0.0,0.5,0.5,0.2825112107623319,48
0.0,0.5,0.5,0.28998505231689087,48
0.0,0.5,0.5,0.20029895366218242,48
0.5,0.5,0.0,0.31988041853512705,48
0.5,0.5,0.0,0.2376681614349776,48
0.5,0.5,0.0,0.29745889387144997,48
0.5,0.5,0.0,0.2750373692077728,48
0.5,0.5,0.0,0.30493273542600896,48
0.5,0.5,0.0,0.31988041853512705,48
0.5,0.5,0.0,0.33482810164424515,48
0.5,0.5,0.0,0.2526158445440957,48
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.31988041853512705,48
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2750373692077728,48
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2825112107623319,48
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2600896860986547,48
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2600896860986547,48
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2675635276532138,48
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.29745889387144997,48
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2451420029895366,48
0.25,0.25,0.5,0.2825112107623319,48
0.25,0.25,0.5,0.13303437967115095,48
0.25,0.25,0.5,0.20029895366218242,48
0.25,0.25,0.5,0.20029895366218242,48
0.25,0.25,0.5,0.10313901345291487,48
0.25,0.25,0.5,0.2227204783258595,48
0.25,0.25,0.5,0.2376681614349776,48
0.25,0.25,0.5,0.19282511210762332,48
0.5,0.25,0.25,0.32735426008968616,48
0.5,0.25,0.25,0.30493273542600896,48
0.5,0.25,0.25,0.2600896860986547,48
0.5,0.25,0.25,0.31240657698056806,48
0.5,0.25,0.25,0.29745889387144997,48
0.5,0.25,0.25,0.2451420029895366,48
0.5,0.25,0.25,0.2600896860986547,48
0.5,0.25,0.25,0.2526158445440957,48
0.25,0.5,0.25,0.28998505231689087,48
0.25,0.5,0.25,0.30493273542600896,48
0.25,0.5,0.25,0.2825112107623319,48
0.25,0.5,0.25,0.30493273542600896,48
0.25,0.5,0.25,0.33482810164424515,48
0.25,0.5,0.25,0.28998505231689087,48
0.25,0.5,0.25,0.30493273542600896,48
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.08077282336168334,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.11380954721990078,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.06110810677941103,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.09414483063762846,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.11616931320977342,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.12482178850597303,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.22943808072366156,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3230421316552774,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2621798338331449,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1756550808711469,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.04901430608131363,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.13426085246546382,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.049800894744604474,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.10279730593382808,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.12324861117939134,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3474263802172952,6
0.0,0.0,1.0,-0.08077282336168334,6
0.0,0.0,1.0,-0.1059436605869919,6
0.0,0.0,1.0,-0.12324861117939134,6
0.0,0.0,1.0,-0.0493092768300476,6
0.0,0.0,1.0,-0.0965045966275011,6
0.0,0.0,1.0,-0.0493092768300476,6
0.0,0.0,1.0,-0.0005407797060126285,6
0.0,0.0,1.0,-0.1240351998426823,6
0.0,0.0,1.0,0.0041787522737329885,6
0.0,0.0,1.0,-0.0359372695541027,6
0.0,0.0,1.0,-0.16572439899709934,6
0.0,0.0,1.0,-0.05953492945282912,6
0.0,0.0,1.0,-0.12246202251610039,6
0.0,0.0,1.0,-0.06976058207561087,6
0.0,0.0,1.0,-0.03043114891106624,6
0.0,0.0,1.0,-0.3372007275945137,6
1.0,0.0,0.0,-0.03043114891106624,6
1.0,0.0,0.0,-0.027284794257902645,6
1.0,0.0,0.0,-0.10122412860724661,6
1.0,0.0,0.0,-0.09414483063762846,6
1.0,0.0,0.0,-0.07290693672877424,6
1.0,0.0,0.0,0.04901430608131363,6
1.0,0.0,0.0,-0.01469937564524848,6
1.0,0.0,0.0,-0.20898677547809852,6
1.0,0.0,0.0,0.05294724939776807,6
1.0,0.0,0.0,-0.003687134359176003,6
1.0,0.0,0.0,-0.12482178850597303,6
1.0,0.0,0.0,-0.09178506464775582,6
1.0,0.0,0.0,-0.04852268816675687,6
1.0,0.0,0.0,-0.061894695442701986,6
1.0,0.0,0.0,-0.0359372695541027,6
1.0,0.0,0.0,-0.6258787670222703,6
0.0,1.0,0.0,-0.013126198318666793,6
0.0,1.0,0.0,0.003392163610441923,6
0.0,1.0,0.0,0.04508136276485919,6
0.0,1.0,0.0,0.014404404896514511,6
0.0,1.0,0.0,-0.008406666338921509,6
0.0,1.0,0.0,-0.011553020992084884,6
0.0,1.0,0.0,-0.006046900349048867,6
0.0,1.0,0.0,-0.23887714468315235,6
0.0,1.0,0.0,0.019123936876259684,6
0.0,1.0,0.0,0.032495944152204914,6
0.0,1.0,0.0,-0.0996509512806647,6
0.0,1.0,0.0,-0.05481539747308384,6
0.0,1.0,0.0,-0.06425446143257463,6
0.0,1.0,0.0,-0.11144978123002813,6
0.0,1.0,0.0,-0.02807138292119382,6
0.0,1.0,0.0,-0.43080477852612953,6
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.13953820518924087,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0089978576529397,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.03442037610092852,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08593192097119728,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0638419423946679,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14991668650321344,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0661271125922398,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0077600571292550935,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.07326826945965248,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0290883123065937,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.006236610330873749,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0364199000238038,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.006236610330873749,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.08164722685074977,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.12554153772911203,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.05850987860033319,9
0.0,0.0,1.0,-0.016900737919543163,9
0.0,0.0,1.0,0.028802666031897073,9
0.0,0.0,1.0,0.008236134253748917,9
0.0,0.0,1.0,0.06917400618900249,9
0.0,0.0,1.0,0.05089264460842646,9
0.0,0.0,1.0,0.02118543203999035,9
0.0,0.0,1.0,0.20399904784575096,9
0.0,0.0,1.0,0.09354915496310401,9
0.0,0.0,1.0,-0.020709354915496414,9
0.0,0.0,1.0,0.1293501547250654,9
0.0,0.0,1.0,0.09507260176148524,9
0.0,0.0,1.0,0.11106879314448936,9
0.0,0.0,1.0,0.026517495834325056,9
0.0,0.0,1.0,0.023470602237562366,9
0.0,0.0,1.0,0.16667460128540823,9
0.0,0.0,1.0,0.08059985717686258,9
1.0,0.0,0.0,0.02499404903594371,9
1.0,0.0,0.0,0.06917400618900249,9
1.0,0.0,0.0,0.09126398476553188,9
1.0,0.0,0.0,0.0661271125922398,9
1.0,0.0,0.0,0.048607474410854445,9
1.0,0.0,0.0,0.0882170911687693,9
1.0,0.0,0.0,0.14763151630564142,9
1.0,0.0,0.0,-0.027564865508212355,9
1.0,0.0,0.0,0.032611283027850435,9
1.0,0.0,0.0,0.060795048797905094,9
1.0,0.0,0.0,-0.003189716734111059,9
1.0,0.0,0.0,0.042513687217329066,9
1.0,0.0,0.0,0.041751963818138504,9
1.0,0.0,0.0,0.09431087836229457,9
1.0,0.0,0.0,0.18267079266841213,9
1.0,0.0,0.0,0.07298262318495585,9
0.0,1.0,0.0,0.03718162342299436,9
0.0,1.0,0.0,0.09202570816472255,9
0.0,1.0,0.0,0.06917400618900249,9
0.0,1.0,0.0,0.09050226136634121,9
0.0,1.0,0.0,0.035658176624613125,9
0.0,1.0,0.0,0.13544394191859066,9
0.0,1.0,0.0,0.13315877172101875,9
0.0,1.0,0.0,-0.01994763151630563,9
0.0,1.0,0.0,-0.09535824803618209,9
0.0,1.0,0.0,-0.004713163532492182,9
0.0,1.0,0.0,-0.001666269935729714,9
0.0,1.0,0.0,0.0089978576529397,9
0.0,1.0,0.0,-0.10145203522970725,9
0.0,1.0,0.0,-0.08545584384670324,9
0.0,1.0,0.0,-0.0481313972863604,9
0.0,1.0,0.0,-0.3619614377529159,9
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.07982085304089415,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.051693106190615734,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0965635594993931,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06843581264911469,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.049683981415595824,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0423171905738563,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.04675400778535854,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.12644929052781384,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.37181365367711694,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.29814574525972115,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.19032271566698766,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.03428069147377677,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.19099242392532745,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06106902180737517,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.04365660709053609,12
0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.14721024653635273,12
0.0,0.0,1.0,0.07982085304089415,12
0.0,0.0,1.0,0.05839018877401525,12
0.0,0.0,1.0,0.04365660709053609,12
0.0,0.0,1.0,0.10660918337449254,12
0.0,0.0,1.0,0.06642668787409489,12
0.0,0.0,1.0,0.10660918337449254,12
0.0,0.0,1.0,0.14813109539157,12
0.0,0.0,1.0,0.042986898832196196,12
0.0,0.0,1.0,0.15214934494160992,12
0.0,0.0,1.0,0.11799422376627178,12
0.0,0.0,1.0,0.007492361140178372,12
0.0,0.0,1.0,0.09790297601607312,12
0.0,0.0,1.0,0.04432631534887621,12
0.0,0.0,1.0,0.08919676865765347,12
0.0,0.0,1.0,0.1226821815746515,12
0.0,0.0,1.0,-0.1385040391779333,12
1.0,0.0,0.0,0.1226821815746515,12
1.0,0.0,0.0,0.1253610146080114,12
1.0,0.0,0.0,0.06240843832405496,12
1.0,0.0,0.0,0.06843581264911469,12
1.0,0.0,0.0,0.08651793562429366,12
1.0,0.0,0.0,0.19032271566698766,12
1.0,0.0,0.0,0.13607634674145075,12
1.0,0.0,0.0,-0.029341593068519467,12
1.0,0.0,0.0,0.19367125695868737,12
1.0,0.0,0.0,0.1454522623582103,12
1.0,0.0,0.0,0.0423171905738563,12
1.0,0.0,0.0,0.0704449374241346,12
1.0,0.0,0.0,0.10727889163283244,12
1.0,0.0,0.0,0.0958938512410531,12
1.0,0.0,0.0,0.11799422376627178,12
1.0,0.0,0.0,-0.3842869699886986,12
0.0,1.0,0.0,0.13741576325813065,12
0.0,1.0,0.0,0.1514796366832698,12
0.0,1.0,0.0,0.18697417437528785,12
0.0,1.0,0.0,0.16085555230002935,12
0.0,1.0,0.0,0.14143401280817036,12
0.0,1.0,0.0,0.13875517977481067,12
0.0,1.0,0.0,0.14344313758319027,12
0.0,1.0,0.0,-0.05479050688543796,12
0.0,1.0,0.0,0.16487380185006906,12
0.0,1.0,0.0,0.1762588422418484,12
0.0,1.0,0.0,0.06374785484073497,12
0.0,1.0,0.0,0.10192122556611283,12
0.0,1.0,0.0,0.09388472646603319,12
0.0,1.0,0.0,0.05370223096563553,12
0.0,1.0,0.0,0.1246913063496714,12
0.0,1.0,0.0,-0.21819932192038838,12
